,Altitude,Latitude,Longitude,Injury.Severity,Aircraft.Damage,Number.of.Engines,Engine.Type,Purpose.of.Flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Total.Passengers
3861,77.2,67.05,-158.91,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,2,VMC,LANDING,2
3862,4.3,27.181666999999997,-80.221389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3863,680.7,43.414722,-116.698333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3864,1229.0,63.699721999999994,-147.126389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3865,513.1,68.294166,-156.379167,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3866,1117.3,47.485277,-111.36,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3867,261.5,46.375,-117.01,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,2,VMC,APPROACH,2
3868,11081.0,40.428611,-104.631945,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,GO-AROUND,2
3869,371.6,36.878611,-91.905,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3870,224.7,41.993055,-86.128334,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,TAKEOFF,2
3871,1736.6,45.131945,-115.32111100000002,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3872,1206.7,65.607222,-146.778889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PUBLIC AIRCRAFT,0,0,0,2,VMC,TAKEOFF,2
3873,330.6,46.3825,-94.119445,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
3874,113.2,32.826111,-116.9725,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3875,1995.4,35.094722,-106.16333300000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3876,302.6,41.666945,-81.197222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,TAKEOFF,2
3877,76.2,38.652778000000005,-122.89861100000002,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3878,65.6,33.938889,-81.119445,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAXI,2
3879,10774.0,36.198889,-95.883889,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,POSITIONING,0,0,0,2,VMC,CRUISE,2
3880,20.3,30.545555,-91.164722,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3881,238.9,47.1275,-122.06361100000001,NON-FATAL,SUBSTANTIAL,4,UNKNOWN,PERSONAL,0,2,0,0,VMC,TAKEOFF,2
3882,80.3,64.988889,-150.646944,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,BUSINESS,0,0,2,0,VMC,LANDING,2
3883,287.8,39.588889,-84.224723,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3884,1174.2,48.608333,-112.37611100000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3885,1721.7,45.514167,-115.442777,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,LANDING,2
3886,12454.8,37.72,-76.84083299999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,CRUISE,2
3887,219.0,45.863333000000004,-84.644166,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3888,234.1,31.817223,-97.569445,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3889,371.3,30.498611,-97.969445,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3890,97.7,32.609167,-82.37,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3891,56.7,42.291389,-73.710278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3892,407.5,43.165556,-95.20277800000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3893,697.2,38.311389,-75.13,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,CLIMB,2
3894,21.5,61.186666,-149.966111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,TAKEOFF,2
3895,212.8,35.784444,-80.298889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,LANDING,2
3896,487.0,64.192777,-147.946111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3897,18.1,48.908611,-122.564722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3898,550.7,38.220556,-86.873056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,APPROACH,2
3899,17.9,27.456389,-81.3425,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3900,5.7,27.655556,-80.418056,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3901,1298.5,36.926111,-111.448333,NON-FATAL,SUBSTANTIAL,4,UNKNOWN,FERRY,0,0,0,2,VMC,LANDING,2
3902,8.9,41.745554999999996,-72.627778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3903,5.4,48.708333,-122.910556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3904,264.9,42.402778000000005,-88.375,NON-FATAL,DESTROYED,2,RECIPROCATING,PERSONAL,0,0,2,0,VMC,TAKEOFF,2
3905,216.0,42.422222999999995,-87.867778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3906,10652.699999999999,41.154444,-104.785,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CRUISE,2
3907,268.4,38.7075,-93.175834,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3908,10200.6,34.938611,-118.126667,NON-FATAL,DESTROYED,1,TURBO PROP,FLIGHT TEST,0,0,2,0,VMC,MANEUVERING,2
3909,277.2,36.630834,-80.018334,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3910,556.0,65.0,-159.416667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3911,582.6,32.518056,-94.689722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,FLIGHT TEST,0,1,0,1,VMC,CLIMB,2
3912,424.4,33.038610999999996,-116.910556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3913,1655.4,38.0775,-117.042222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,CLIMB,2
3914,301.6,33.875556,-84.30194399999999,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3915,161.3,33.897777000000005,-117.60055600000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3916,251.9,42.218610999999996,-92.025834,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3917,306.2,37.651666999999996,-97.383889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,APPROACH,2
3918,1333.6,39.005556,-119.156667,NON-FATAL,SUBSTANTIAL,4,UNKNOWN,PERSONAL,0,0,0,2,VMC,LANDING,2
3919,1340.7,42.978334000000004,-112.791944,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,DESCENT,2
3920,12229.5,38.728889,-84.395,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CRUISE,2
3921,253.7,39.078334000000005,-84.21055600000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,STANDING,2
3922,24.3,32.455,-91.826111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,LANDING,2
3923,97.3,47.458611,-122.476945,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3924,385.4,30.738889,-98.23861099999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3925,11591.599999999999,40.048611,-120.980834,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,MANEUVERING,2
3926,274.1,44.827223,-93.461111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3927,332.8,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,FLIGHT TEST,0,0,0,2,VMC,CLIMB,2
3928,8.2,34.705278,-77.05111099999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3929,97.3,35.136389,-92.715,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3930,376.9,33.269166999999996,-111.81111100000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAXI,2
3931,312.4,40.875556,-81.766389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,TAKEOFF,2
3932,419.9,33.460833,-111.728334,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,FERRY,0,0,0,2,VMC,LANDING,2
3933,945.5,39.223056,-121.005278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3934,273.5,41.431389,-84.981111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3935,376.0,33.271667,-111.81333300000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3936,275.0,41.928334,-88.7075,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3937,660.5,29.689165999999997,-82.27333399999999,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
3938,1254.4,37.373056,-118.363611,NON-FATAL,SUBSTANTIAL,4,TURBO PROP,EXECUTIVE/CORPORATE,0,0,0,2,VMC,LANDING,2
3939,643.1,45.515556,-123.014444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,POSITIONING,0,2,0,0,VMC,DESCENT,2
3940,258.9,29.570278000000002,-98.468334,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3941,8.2,30.398333,-87.348889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3942,12245.8,36.608056,-94.72805600000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,CRUISE,2
3943,23.0,36.663056,-121.607778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3944,40.6,61.215832999999996,-149.84194399999998,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3945,226.7,39.123056,-94.592777,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3946,228.0,35.793611,-96.029723,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,TAKEOFF,2
3947,886.0,43.973889,-102.903611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3948,592.0,40.604167,-98.426389,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,2,VMC,LANDING,2
3949,12490.9,26.918334,-81.996666,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,CRUISE,2
3950,24.1,28.289721999999998,-81.436944,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,FLIGHT TEST,0,0,0,2,VMC,TAKEOFF,2
3951,5.2,36.665556,-76.32055600000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3952,522.0,44.012778000000004,-97.08666600000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3953,37.8,42.470278,-71.289722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3954,65.6,34.486666,-91.86555600000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3955,14.7,28.038611,-97.5425,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3956,120.8,39.566945000000004,-76.2025,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,IMC,LANDING,2
3957,12146.199999999999,45.35,-122.24,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CRUISE,2
3958,5.5,26.248611,-80.11805600000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3959,70.0,64.190833,-51.678056,INCIDENT,MINOR,1,TURBO FAN,FERRY,0,0,0,2,VMC,LANDING,2
3960,3.0,60.93833299999999,-164.640277,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,POSITIONING,0,0,0,2,VMC,TAKEOFF,2
3961,674.4,28.228056,-82.156111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,APPROACH,2
3962,365.4,40.903056,-82.255556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3963,299.0,38.058611,-83.98,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,IMC,LANDING,2
3964,13.4,61.58,-150.41,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAXI,2
3965,1436.6,39.191111,-119.725834,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3966,12223.5,46.920556,-96.815833,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CRUISE,2
3967,0.0,58.373334,-134.05111100000002,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3968,12067.9,37.87,-96.69,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CRUISE,2
3969,72.7,34.345555,-119.063056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3970,629.3,41.52,-72.82,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,2,0,0,VMC,APPROACH,2
3971,123.5,41.200278000000004,-74.623056,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3972,445.6,33.621111,-111.91333300000001,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3973,7.0,58.35555600000001,-134.58,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3974,1542.3,40.168889,-105.17277800000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,TAKEOFF,2
3975,559.8,39.443055,-122.960278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3976,1317.6,41.695277000000004,86.825556,NON-FATAL,SUBSTANTIAL,4,UNKNOWN,POSITIONING,0,0,0,2,VMC,LANDING,2
3977,8.3,29.108611,-95.46194399999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3978,19.7,61.731389,-150.672223,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3979,63.8,61.751943999999995,-150.053056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAXI,2
3980,63.8,61.751943999999995,-150.053056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAXI,2
3981,164.1,30.678334000000003,-97.4,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,PERSONAL,0,0,0,2,IMC,LANDING,2
3982,317.9,38.086110999999995,-120.75861100000002,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,2,0,0,VMC,LANDING,2
3983,180.2,47.907778,-122.28083400000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3984,642.5,31.010833,-87.037222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,DESCENT,2
3985,190.3,33.974445,-117.637222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3986,1.3,25.651389,-80.439444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3987,456.1,42.883889,-88.585,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,2,0,0,VMC,APPROACH,2
3988,573.0,30.699444,-96.65472199999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,APPROACH,2
3989,781.1,47.021389,-102.810278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,TAKEOFF,2
3990,732.6,34.870556,-118.205556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3991,680.5,27.983056,-82.763056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
3992,663.6,34.549166,-78.776667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
3993,291.9,35.766110999999995,-80.965556,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3994,4.5,26.248333000000002,-80.11,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3995,130.4,32.821667,-83.561944,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
3996,1475.1,34.761111,-106.745,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3997,2091.2,35.654444,-105.1425,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,PERSONAL,0,0,0,2,VMC,LANDING,2
3998,1965.2,39.635555,-106.94694399999999,NON-FATAL,SUBSTANTIAL,4,UNKNOWN,PERSONAL,0,0,0,2,VMC,APPROACH,2
3999,26.3,36.6625,-121.613611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
4000,318.6,33.0525,-112.17083400000001,NON-FATAL,SUBSTANTIAL,4,RECIPROCATING,PERSONAL,0,2,0,0,VMC,APPROACH,2
4001,1.4,37.515833,-122.253611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,TAKEOFF,2
4002,364.6,41.453610999999995,-80.692777,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,1,VMC,APPROACH,2
4003,293.4,34.018611,-85.146389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
4004,254.0,44.251944,-90.851389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
4005,0.0,58.83,-159.531945,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
4006,27.0,32.581666999999996,-100.502222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,DESCENT,2
4007,211.1,41.771945,-88.47555600000001,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,IMC,TAKEOFF,2
4008,23.7,41.1675,-71.585,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,LANDING,2
4009,103.4,33.45,-93.99638900000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
4010,904.4,48.310556,-114.256111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
4011,169.9,42.798611,-77.8425,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,STANDING,2
4012,526.7,34.174445,-118.29305500000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,DESCENT,2
4013,1774.2,35.145555,-106.800556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
4014,6.2,38.5125,-121.493333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
4015,584.3,32.822223,-116.97027800000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,APPROACH,2
4016,700.0,24.725556,-81.228889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CLIMB,2
4017,12121.4,40.523610999999995,-80.406389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,MANEUVERING,2
4018,46.0,36.935833,-121.790555,NON-FATAL,SUBSTANTIAL,4,UNKNOWN,PERSONAL,0,0,0,2,VMC,LANDING,2
4019,261.3,37.378056,-79.12222299999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
4020,129.8,41.494444,-73.450556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
4021,1348.4,41.190554999999996,-112.007778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,TAKEOFF,2
4022,464.9,41.708333,-86.317223,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
4023,204.9,34.6075,-120.075278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
4024,272.4,38.610833,-94.343611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
4025,175.2,33.176389,-96.589166,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,BUSINESS,0,0,0,2,VMC,LANDING,2
4026,177.8,67.35305600000001,-160.493889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,2,VMC,LANDING,2
4027,608.8,34.338889,-119.05611100000002,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,CLIMB,2
4028,615.6,67.874445,-156.931667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
4029,12111.199999999999,44.95,-84.62138900000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,2,0,0,VMC,MANEUVERING,2
4030,151.2,40.508889,-122.293333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
4031,1481.0,43.833889,-111.805,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
4032,0.0,29.477223,-81.136944,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
4033,195.5,38.946666,-92.693333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
4034,36.7,30.523056,-87.90333299999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,TAKEOFF,2
4035,717.6,32.471667,-100.469167,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PUBLIC AIRCRAFT,0,0,0,2,VMC,LANDING,2
4036,979.0,40.9,82.26,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,LANDING,2
4037,12082.699999999999,39.870834,-96.259167,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,GO-AROUND,2
4038,291.0,33.311667,-84.769723,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
4039,1933.3,36.7425,-104.501667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,LANDING,2
4040,772.2,43.581945000000005,-116.524445,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
4041,1484.5,62.521944999999995,-148.587222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
